id,timestamp,type,group,value
7855,7855,2,1,733
7856,7856,3,1,579
7861,7861,3,1,965
7865,7865,0,1,182
7870,7870,2,1,300
7874,7874,4,1,432
7878,7878,0,1,217
7883,7883,1,1,22
7887,7887,0,1,99
7889,7889,2,1,425
7892,7892,5,1,8
7895,7895,3,1,826
7899,7899,3,1,443
7902,7902,2,1,800
7904,7904,2,1,34
7907,7907,1,1,83
7912,7912,1,1,91
7916,7916,0,1,5
7918,7918,4,1,620
7920,7920,4,1,712
7922,7922,6,1,70
7927,7927,1,1,20
7928,7928,2,1,153
7931,7931,3,1,253
7933,7933,4,1,539
7936,7936,4,1,438
7939,7939,0,1,204
7941,7941,0,1,229
7944,7944,5,1,17
7945,7945,3,1,478
7950,7950,6,1,18
7952,7952,4,1,380
7953,7953,6,1,11
7954,7954,3,1,207
7959,7959,5,1,56
7960,7960,4,1,786
7965,7965,5,1,15
7970,7970,1,1,13
7971,7971,6,1,65
7976,7976,6,1,34
7980,7980,0,1,547
7984,7984,4,1,5
7988,7988,6,1,43
7990,7990,5,1,88
7991,7991,0,1,842
7993,7993,2,1,46
7997,7997,4,1,37
8002,8002,2,1,489
8007,8007,3,1,407
8009,8009,0,1,814
8011,8011,6,1,58
8013,8013,3,1,510
8014,8014,4,1,262
8018,8018,4,1,350
8019,8019,6,1,34
8022,8022,1,1,57
8025,8025,6,1,72
8026,8026,5,1,85
8031,8031,3,1,318
8033,8033,0,1,732
8035,8035,0,1,954
8036,8036,1,1,100
8037,8037,0,1,415
8042,8042,2,1,334
8043,8043,5,1,77
8044,8044,6,1,97
8045,8045,1,1,66
8046,8046,3,1,862
8051,8051,3,1,382
8056,8056,1,1,53
8059,8059,2,1,192
8063,8063,0,1,872
8066,8066,2,1,794
8071,8071,3,1,449
8076,8076,4,1,581
8080,8080,2,1,280
8081,8081,5,1,83
8082,8082,4,1,349
8086,8086,2,1,799
8087,8087,0,1,829
8092,8092,0,1,98
8096,8096,1,1,57
8100,8100,5,1,97
8104,8104,0,1,992
8106,8106,0,1,502
8110,8110,5,1,82
8115,8115,6,1,29
8120,8120,2,1,326
8121,8121,0,1,838
8126,8126,6,1,55
8127,8127,5,1,37
8128,8128,3,1,991
8132,8132,3,1,86
8133,8133,2,1,763
8138,8138,6,1,23
8142,8142,3,1,685
8147,8147,5,1,7
8152,8152,0,1,766
8154,8154,3,1,316
8158,8158,2,1,80
8163,8163,4,1,495
8166,8166,4,1,493
8170,8170,6,1,59
8172,8172,6,1,46
8175,8175,3,1,834
8180,8180,5,1,10
8182,8182,0,1,908
8185,8185,6,1,89
8189,8189,4,1,283
8190,8190,5,1,95
8193,8193,0,1,698
8196,8196,0,1,89
8201,8201,6,1,95
8205,8205,0,1,825
8206,8206,2,1,533
8211,8211,4,1,655
8212,8212,3,1,917
8216,8216,1,1,9
8221,8221,5,1,19
8222,8222,3,1,120
8227,8227,6,1,18
8229,8229,0,1,828
8231,8231,0,1,342
8234,8234,5,1,20
8235,8235,2,1,702
8239,8239,3,1,276
8240,8240,0,1,356
8243,8243,5,1,27
8244,8244,6,1,29
8249,8249,2,1,676
8251,8251,3,1,864
8252,8252,4,1,341
8254,8254,1,1,30
8259,8259,5,1,23
8260,8260,1,1,12
8265,8265,4,1,517
8266,8266,4,1,605
8268,8268,2,1,841
8271,8271,5,1,82
8272,8272,5,1,29
8275,8275,5,1,12
8276,8276,6,1,28
8281,8281,3,1,304
8284,8284,3,1,779
8286,8286,3,1,473
8291,8291,2,1,391
8296,8296,5,1,91
8300,8300,3,1,247
8303,8303,6,1,23
8304,8304,2,1,945
8308,8308,1,1,86
8310,8310,4,1,105
8313,8313,3,1,260
8314,8314,2,1,834
8317,8317,2,1,208
8320,8320,4,1,468
8323,8323,0,1,523
8324,8324,5,1,47
8329,8329,0,1,283
8333,8333,1,1,42
8337,8337,6,1,2
8342,8342,2,1,50
8343,8343,6,1,1
8347,8347,4,1,730
8351,8351,3,1,228
8355,8355,3,1,164
8357,8357,5,1,32
8361,8361,3,1,104
8365,8365,3,1,134
8367,8367,1,1,79
8371,8371,3,1,119
8372,8372,5,1,46
8373,8373,0,1,657
8375,8375,2,1,474
8376,8376,4,1,409
8378,8378,5,1,15
8383,8383,5,1,44
8388,8388,1,1,57
8392,8392,6,1,10
8396,8396,6,1,20
8400,8400,5,1,14
8404,8404,6,1,71
8405,8405,3,1,848
8408,8408,2,1,535
8411,8411,2,1,41
8414,8414,5,1,18
8418,8418,1,1,73
8420,8420,1,1,43
8423,8423,6,1,57
8427,8427,0,1,828
8431,8431,0,1,296
8436,8436,2,1,466
8438,8438,3,1,488
8440,8440,3,1,577
8444,8444,6,1,97
8447,8447,6,1,34
8449,8449,4,1,904
8451,8451,2,1,956
8453,8453,4,1,279
8457,8457,5,1,68
8460,8460,5,1,42
8462,8462,5,1,18
8467,8467,6,1,24
8470,8470,0,1,314
8474,8474,6,1,53
8475,8475,5,1,58
8476,8476,5,1,79
8478,8478,6,1,92
8480,8480,0,1,678
8482,8482,3,1,602
8486,8486,5,1,6
8489,8489,1,1,45
8490,8490,3,1,596
8491,8491,0,1,137
8493,8493,2,1,805
8496,8496,6,1,67
8501,8501,3,1,307
8505,8505,1,1,5
8506,8506,3,1,452
8509,8509,6,1,29
8510,8510,0,1,748
8511,8511,5,1,66
8514,8514,5,1,100
8515,8515,6,1,2
8519,8519,2,1,334
8523,8523,0,1,35
8526,8526,6,1,47
8528,8528,2,1,889
8531,8531,1,1,18
8535,8535,3,1,366
8539,8539,0,1,837
8542,8542,5,1,83
8545,8545,0,1,879
8548,8548,2,1,323
8553,8553,1,1,49
8556,8556,4,1,676
8558,8558,0,1,793
8560,8560,5,1,67
8562,8562,3,1,945
8567,8567,4,1,343
8572,8572,6,1,72
8575,8575,2,1,504
8580,8580,4,1,517
8583,8583,6,1,44
8586,8586,3,1,690
8591,8591,6,1,16
8593,8593,6,1,16
8596,8596,6,1,14
8600,8600,5,1,48
8602,8602,2,1,210
8603,8603,6,1,70
8608,8608,4,1,244
8609,8609,5,1,57
8612,8612,3,1,799
8615,8615,2,1,164
8620,8620,3,1,111
8625,8625,5,1,62
8630,8630,6,1,8
8635,8635,6,1,74
8639,8639,5,1,26
8644,8644,0,1,633
8647,8647,0,1,980
8651,8651,6,1,40
8652,8652,1,1,52
8654,8654,5,1,86
8655,8655,4,1,694
8657,8657,4,1,841
8660,8660,4,1,770
8664,8664,4,1,22
8667,8667,3,1,824
8670,8670,0,1,985
8674,8674,0,1,765
8678,8678,1,1,86
8679,8679,6,1,9
8682,8682,3,1,727
8684,8684,0,1,25
8686,8686,2,1,641
8690,8690,1,1,31
8694,8694,5,1,92
8699,8699,3,1,849
8700,8700,3,1,183
8701,8701,0,1,256
8706,8706,5,1,35
8709,8709,3,1,364
8711,8711,3,1,202
8712,8712,3,1,548
8716,8716,2,1,772
8717,8717,2,1,610
8721,8721,2,1,645
8722,8722,4,1,394
8726,8726,0,1,893
8730,8730,0,1,39
8731,8731,0,1,892
8735,8735,5,1,2
8739,8739,5,1,61
8740,8740,4,1,55
8742,8742,6,1,99
8746,8746,4,1,121
8750,8750,4,1,670
8755,8755,6,1,73
8758,8758,0,1,945
8763,8763,5,1,66
8768,8768,3,1,893
8770,8770,3,1,606
8771,8771,1,1,97
8772,8772,6,1,15
8773,8773,0,1,985
8776,8776,2,1,968
8778,8778,0,1,724
8782,8782,5,1,85
8783,8783,0,1,157
8785,8785,2,1,704
8789,8789,4,1,960
8790,8790,1,1,25
8795,8795,3,1,56
8800,8800,2,1,566
8802,8802,0,1,193
8806,8806,1,1,69
8808,8808,2,1,577
8810,8810,4,1,324
8811,8811,5,1,59
8812,8812,5,1,34
8815,8815,4,1,40
8816,8816,0,1,459
8820,8820,3,1,195
8821,8821,4,1,198
8823,8823,5,1,88
8828,8828,3,1,59
8829,8829,2,1,989
8834,8834,5,1,30
8838,8838,6,1,67
8840,8840,4,1,562
8843,8843,0,1,981
8847,8847,3,1,422
8852,8852,6,1,75
8854,8854,3,1,79
8859,8859,2,1,439
8863,8863,5,1,47
8864,8864,0,1,118
8869,8869,5,1,74
8873,8873,6,1,13
8877,8877,5,1,36
8881,8881,2,1,406
8883,8883,3,1,107
8886,8886,1,1,92
8887,8887,0,1,331
8892,8892,1,1,72
8895,8895,4,1,885
8897,8897,3,1,109
8898,8898,3,1,45
8901,8901,3,1,106
8906,8906,3,1,658
8908,8908,3,1,643
8912,8912,2,1,686
8914,8914,0,1,135
8915,8915,2,1,601
8920,8920,0,1,11
8922,8922,6,1,68
8925,8925,0,1,822
8927,8927,4,1,398
8929,8929,5,1,70
8930,8930,5,1,26
8931,8931,4,1,916
8932,8932,3,1,614
8935,8935,4,1,71
8937,8937,1,1,53
8938,8938,6,1,82
8941,8941,2,1,175
8943,8943,2,1,361
8946,8946,0,1,725
8950,8950,1,1,93
8952,8952,6,1,51
8956,8956,6,1,15
8959,8959,6,1,6
8964,8964,1,1,80
8965,8965,3,1,225
8966,8966,1,1,10
8971,8971,2,1,548
8976,8976,0,1,956
8980,8980,3,1,263
8984,8984,1,1,7
8988,8988,4,1,466
8991,8991,3,1,59
8993,8993,1,1,11
8997,8997,2,1,775
9002,9002,6,1,16
9003,9003,3,1,835
9005,9005,1,1,32
9006,9006,6,1,37
9007,9007,5,1,81
9010,9010,5,1,29
9011,9011,3,1,517
9015,9015,6,1,96
9017,9017,0,1,213
9022,9022,1,1,81
9025,9025,2,1,474
9030,9030,2,1,233
9033,9033,0,1,340
9035,9035,0,1,151
9037,9037,5,1,30
9039,9039,3,1,578
9044,9044,5,1,47
9045,9045,4,1,354
9046,9046,3,1,270
9047,9047,2,1,346
9051,9051,5,1,96
9055,9055,6,1,70
9057,9057,4,1,304
9062,9062,4,1,668
9065,9065,1,1,12
9070,9070,1,1,23
9073,9073,3,1,384
9075,9075,4,1,649
9078,9078,1,1,65
9083,9083,0,1,665
9086,9086,0,1,428
9089,9089,5,1,98
9091,9091,3,1,987
9094,9094,3,1,856
9099,9099,2,1,365
9100,9100,1,1,63
9103,9103,6,1,75
9104,9104,5,1,71
9109,9109,2,1,998
9111,9111,0,1,196
9112,9112,5,1,71
9114,9114,2,1,245
9117,9117,1,1,6
9120,9120,2,1,317
9121,9121,0,1,418
9124,9124,4,1,253
9128,9128,2,1,582
9133,9133,1,1,77
9134,9134,6,1,33
9138,9138,3,1,505
9143,9143,6,1,65
9144,9144,3,1,389
9149,9149,5,1,99
9153,9153,3,1,488
9155,9155,5,1,51
9160,9160,0,1,510
9165,9165,1,1,65
9169,9169,3,1,811
9170,9170,2,1,339
9171,9171,4,1,593
9174,9174,5,1,81
9177,9177,1,1,44
9179,9179,3,1,748
9180,9180,3,1,680
9181,9181,4,1,576
9182,9182,0,1,955
9186,9186,2,1,43
9191,9191,6,1,87
9195,9195,3,1,714
9200,9200,5,1,93
9205,9205,6,1,4
9206,9206,2,1,542
9211,9211,6,1,90
9215,9215,2,1,121
9216,9216,0,1,761
9221,9221,2,1,846
9224,9224,3,1,447
9225,9225,3,1,211
9228,9228,1,1,48
9231,9231,1,1,79
9235,9235,0,1,772
9238,9238,2,1,884
9243,9243,6,1,84
9245,9245,6,1,21
9247,9247,0,1,596
9249,9249,2,1,535
9250,9250,3,1,390
9251,9251,3,1,94
9255,9255,4,1,819
9258,9258,6,1,81
9261,9261,0,1,589
9263,9263,2,1,54
9264,9264,0,1,829
9265,9265,1,1,56
9268,9268,2,1,559
9270,9270,1,1,80
9272,9272,6,1,77
9275,9275,2,1,931
9279,9279,0,1,446
9284,9284,3,1,671
9287,9287,1,1,14
9288,9288,6,1,23
9290,9290,0,1,919
9295,9295,3,1,180
9300,9300,1,1,33
9302,9302,0,1,267
9306,9306,5,1,83
9311,9311,0,1,883
9313,9313,5,1,47
9316,9316,0,1,179
9317,9317,0,1,455
9321,9321,5,1,18
9326,9326,1,1,82
9329,9329,4,1,34
9334,9334,4,1,542
9337,9337,6,1,41
9339,9339,3,1,908
9344,9344,1,1,70
9345,9345,1,1,60
9348,9348,2,1,224
9352,9352,2,1,574
9354,9354,3,1,795
9357,9357,0,1,281
9360,9360,2,1,748
9361,9361,5,1,41
9364,9364,2,1,984
9365,9365,5,1,88
9370,9370,5,1,46
9371,9371,1,1,58
9374,9374,6,1,54
9377,9377,2,1,223
9380,9380,1,1,63
9382,9382,1,1,63
9385,9385,6,1,89
9386,9386,6,1,30
9389,9389,2,1,22
9390,9390,3,1,494
9395,9395,4,1,879
9400,9400,0,1,721
9405,9405,1,1,53
9407,9407,4,1,883
9408,9408,5,1,35
9411,9411,4,1,545
9413,9413,6,1,99
9416,9416,5,1,81
9421,9421,3,1,299
9422,9422,2,1,84
9424,9424,3,1,786
9427,9427,4,1,14
9429,9429,4,1,653
9432,9432,6,1,62
9435,9435,4,1,487
9436,9436,3,1,776
9437,9437,1,1,97
9438,9438,3,1,26
9440,9440,5,1,41
9445,9445,3,1,177
9448,9448,4,1,198
9453,9453,5,1,22
9455,9455,4,1,777
9457,9457,5,1,16
9458,9458,2,1,978
9463,9463,5,1,98
9468,9468,2,1,780
9469,9469,0,1,504
9472,9472,1,1,78
9477,9477,6,1,38
9480,9480,0,1,362
9482,9482,5,1,51
9485,9485,6,1,37
9486,9486,6,1,91
9490,9490,3,1,83
9491,9491,3,1,177
9493,9493,4,1,154
9495,9495,5,1,13
9499,9499,0,1,132
9501,9501,1,1,55
9504,9504,2,1,206
9506,9506,1,1,10
9510,9510,4,1,955
9512,9512,1,1,32
9514,9514,1,1,16
9515,9515,0,1,254
9519,9519,6,1,93
9523,9523,3,1,249
9524,9524,4,1,387
9526,9526,0,1,863
9529,9529,4,1,137
9534,9534,1,1,76
9535,9535,5,1,36
9537,9537,5,1,67
9541,9541,3,1,250
9544,9544,3,1,898
9549,9549,3,1,21
9552,9552,4,1,312
9555,9555,0,1,794
9559,9559,1,1,72
9561,9561,2,1,392
9565,9565,0,1,930
9568,9568,5,1,38
9570,9570,5,1,23
9573,9573,2,1,901
9574,9574,2,1,53
9577,9577,0,1,719
9578,9578,5,1,79
9583,9583,6,1,68
9585,9585,6,1,1
9588,9588,5,1,7
9590,9590,3,1,250
9595,9595,2,1,858
9596,9596,4,1,290
9601,9601,2,1,562
9606,9606,0,1,914
9609,9609,1,1,52
9612,9612,3,1,526
9615,9615,4,1,870
9616,9616,5,1,33
9621,9621,0,1,768
9623,9623,5,1,33
9624,9624,0,1,78
9625,9625,2,1,337
9629,9629,6,1,24
9633,9633,5,1,92
9634,9634,1,1,40
9639,9639,3,1,401
9640,9640,1,1,65
9643,9643,5,1,34
9645,9645,0,1,805
9646,9646,6,1,98
9648,9648,4,1,550
9652,9652,0,1,175
9654,9654,5,1,45
9658,9658,4,1,475
9660,9660,1,1,82
9662,9662,1,1,83
9663,9663,2,1,748
9668,9668,6,1,30
9671,9671,2,1,921
9674,9674,1,1,23
9675,9675,2,1,744
9680,9680,2,1,796
9684,9684,2,1,678
9687,9687,5,1,96
9690,9690,2,1,421
9692,9692,5,1,99
9695,9695,0,1,82
9697,9697,3,1,847
9701,9701,2,1,568
9706,9706,4,1,828
9709,9709,0,1,970
9713,9713,1,1,96
9718,9718,3,1,599
9720,9720,4,1,16
9724,9724,3,1,6
9727,9727,0,1,219
9732,9732,2,1,994
9737,9737,1,1,28
9738,9738,5,1,31
9743,9743,1,1,49
9744,9744,4,1,941
9746,9746,6,1,7
9751,9751,1,1,82
9756,9756,4,1,530
9760,9760,0,1,662
9761,9761,3,1,949
9766,9766,0,1,370
9767,9767,4,1,50
9770,9770,2,1,925
9771,9771,2,1,559
9772,9772,6,1,65
9777,9777,0,1,45
9780,9780,0,1,365
9785,9785,6,1,29
9789,9789,0,1,522
9792,9792,5,1,67
9797,9797,0,1,682
9802,9802,2,1,562
9806,9806,6,1,28
9807,9807,1,1,98
9812,9812,0,1,902
9817,9817,4,1,394
9821,9821,1,1,86
9824,9824,0,1,425
9825,9825,4,1,285
9828,9828,6,1,63
9831,9831,6,1,100
9836,9836,2,1,18
9839,9839,0,1,764
9840,9840,1,1,3
9842,9842,1,1,70
9845,9845,0,1,395
9849,9849,2,1,593
9853,9853,0,1,616
9858,9858,6,1,29
9860,9860,0,1,232
9865,9865,5,1,3
9868,9868,6,1,77
9872,9872,6,1,27
9877,9877,6,1,59
9879,9879,1,1,56
9884,9884,0,1,115
9887,9887,5,1,71
9892,9892,6,1,25
9896,9896,4,1,904
9899,9899,1,1,24
9900,9900,0,1,747
9903,9903,0,1,720
9906,9906,0,1,769
9907,9907,0,1,819
9911,9911,4,1,831
9912,9912,6,1,39
9915,9915,3,1,733
9916,9916,4,1,816
9919,9919,0,1,264
9920,9920,2,1,493
9922,9922,5,1,25
9924,9924,3,1,866
9925,9925,6,1,87
9926,9926,5,1,38
9929,9929,3,1,447
9930,9930,0,1,812
9931,9931,4,1,191
9936,9936,0,1,802
9940,9940,0,1,704
9944,9944,6,1,51
9945,9945,2,1,334
9950,9950,6,1,80
9952,9952,0,1,742
9953,9953,1,1,5
9956,9956,6,1,77
9961,9961,5,1,90
9965,9965,2,1,863
9966,9966,3,1,23
9969,9969,2,1,864
9973,9973,4,1,657
9977,9977,1,1,97
9980,9980,4,1,395
9982,9982,3,1,226
9987,9987,0,1,397
9989,9989,5,1,21
9991,9991,6,1,73
9992,9992,5,1,28
9994,9994,1,1,56
9995,9995,3,1,456
10000,10000,5,1,11
10003,10003,4,1,817
10004,10004,1,1,32
10006,10006,5,1,98
10007,10007,2,1,790
10011,10011,2,1,203
10013,10013,4,1,248
10015,10015,1,1,47
10016,10016,4,1,702
10019,10019,5,1,62
10022,10022,1,1,86
10024,10024,6,1,14
10029,10029,5,1,13
10033,10033,5,1,75
10036,10036,1,1,82
10037,10037,1,1,74
10040,10040,2,1,146
10042,10042,5,1,58
10045,10045,6,1,39
10048,10048,1,1,88
10052,10052,2,1,661
10056,10056,0,1,389
10058,10058,0,1,651
10061,10061,2,1,686
10063,10063,4,1,443
10066,10066,0,1,884
10068,10068,1,1,25
10071,10071,6,1,74
10074,10074,1,1,48
10077,10077,1,1,62
10078,10078,4,1,571
10081,10081,2,1,601
10082,10082,1,1,96
10084,10084,0,1,458
10089,10089,4,1,206
10091,10091,3,1,142
10092,10092,2,1,742
10094,10094,0,1,512
10095,10095,5,1,46
10100,10100,5,1,66
10104,10104,3,1,411
10107,10107,0,1,874
10109,10109,5,1,40
10114,10114,6,1,48
10117,10117,4,1,64
10119,10119,6,1,84
10120,10120,1,1,94
10124,10124,5,1,82
10125,10125,3,1,190
10130,10130,2,1,151
10134,10134,6,1,74
10137,10137,2,1,351
10138,10138,4,1,397
10142,10142,1,1,22
10145,10145,2,1,986
10149,10149,5,1,96
10153,10153,3,1,332
10154,10154,1,1,26
10156,10156,2,1,788
10157,10157,4,1,460
10158,10158,1,1,68
10159,10159,4,1,966
10164,10164,1,1,63
10168,10168,6,1,98
10169,10169,5,1,47
10172,10172,0,1,716
10176,10176,5,1,82
10180,10180,0,1,996
10184,10184,1,1,26
10189,10189,0,1,288
10190,10190,3,1,365
10194,10194,0,1,350
10195,10195,5,1,18
10198,10198,0,1,30
10200,10200,1,1,15
10205,10205,0,1,846
10210,10210,1,1,90
10214,10214,3,1,779
10218,10218,3,1,878
10223,10223,4,1,284
10225,10225,3,1,170
10230,10230,4,1,510
10231,10231,4,1,301
10232,10232,5,1,28
10233,10233,1,1,15
10234,10234,4,1,764
10235,10235,6,1,64
10240,10240,0,1,710
10244,10244,0,1,413
10245,10245,4,1,149
10248,10248,0,1,981
10253,10253,2,1,38
10255,10255,4,1,991
10259,10259,2,1,61
10263,10263,4,1,654
10268,10268,2,1,682
10270,10270,4,1,542
10275,10275,0,1,808
10277,10277,3,1,651
10280,10280,0,1,62
10284,10284,1,1,21
10288,10288,5,1,10
10292,10292,5,1,33
10297,10297,6,1,16
10299,10299,5,1,86
10303,10303,5,1,56
10307,10307,1,1,29
10308,10308,2,1,770
10310,10310,5,1,31
10314,10314,2,1,824
10318,10318,0,1,472
10322,10322,3,1,313
10327,10327,2,1,107
10330,10330,6,1,58
10332,10332,6,1,82
10337,10337,0,1,171
10338,10338,2,1,307
10340,10340,5,1,23
10345,10345,3,1,134
10347,10347,0,1,157
10349,10349,1,1,30
10352,10352,6,1,47
10355,10355,1,1,17
10358,10358,3,1,332
10362,10362,1,1,82
10366,10366,2,1,518
10369,10369,6,1,49
10372,10372,5,1,27
10373,10373,4,1,311
10375,10375,5,1,57
10379,10379,3,1,824
10382,10382,6,1,66
10385,10385,5,1,6
10388,10388,1,1,88
10392,10392,0,1,96
10393,10393,0,1,410
10397,10397,0,1,729
10398,10398,1,1,49
10402,10402,0,1,837
10403,10403,0,1,64
10408,10408,3,1,562
10411,10411,5,1,92
10416,10416,4,1,582
10418,10418,0,1,123
10422,10422,3,1,771
10427,10427,5,1,89
10428,10428,5,1,33
10429,10429,6,1,86
10431,10431,5,1,67
10432,10432,5,1,100
10433,10433,3,1,982
10435,10435,5,1,64
10436,10436,4,1,186
10437,10437,4,1,649
10438,10438,5,1,62
10439,10439,0,1,978
10440,10440,5,1,26
10441,10441,4,1,330
10446,10446,1,1,15
10447,10447,2,1,650
10451,10451,4,1,221
10454,10454,5,1,19
10456,10456,2,1,358
10460,10460,1,1,7
10463,10463,6,1,83
10467,10467,6,1,66
10468,10468,1,1,88
10470,10470,6,1,97
10473,10473,4,1,445
10476,10476,5,1,16
10479,10479,1,1,80
10480,10480,3,1,493
10483,10483,5,1,49
10487,10487,5,1,1
10491,10491,1,1,79
10493,10493,1,1,84
10495,10495,6,1,97
10496,10496,2,1,667
10500,10500,2,1,729
10503,10503,6,1,60
10506,10506,6,1,80
10508,10508,5,1,7
10510,10510,1,1,36
10515,10515,6,1,35
10519,10519,2,1,176
10523,10523,3,1,402
10524,10524,3,1,6
10529,10529,4,1,878
10530,10530,4,1,628
10535,10535,3,1,200
10538,10538,6,1,94
10541,10541,3,1,973
10544,10544,3,1,403
10546,10546,4,1,983
10551,10551,4,1,711
10555,10555,6,1,38
10557,10557,3,1,579
10560,10560,3,1,817
10561,10561,5,1,15
10565,10565,3,1,677
10568,10568,2,1,4
10569,10569,3,1,85
10574,10574,6,1,91
10576,10576,6,1,65
10580,10580,4,1,134
10582,10582,2,1,354
10585,10585,6,1,30
10589,10589,4,1,148
10591,10591,6,1,38
10592,10592,2,1,138
10594,10594,2,1,787
10598,10598,0,1,62
10602,10602,1,1,87
10605,10605,5,1,14
10607,10607,5,1,55
10611,10611,6,1,88
10613,10613,4,1,693
10617,10617,4,1,924
10619,10619,1,1,43
10622,10622,3,1,338
10627,10627,0,1,422
10631,10631,2,1,956
10632,10632,5,1,89
10634,10634,3,1,644
10639,10639,2,1,346
10644,10644,6,1,7
10649,10649,1,1,84
10650,10650,3,1,313
10654,10654,6,1,61
10658,10658,3,1,220
10662,10662,6,1,24
10664,10664,6,1,55
10665,10665,6,1,16
10667,10667,6,1,60
10668,10668,5,1,68
10669,10669,1,1,93
10671,10671,4,1,307
10676,10676,2,1,725
10677,10677,5,1,99
10680,10680,0,1,609
10684,10684,6,1,81
10689,10689,2,1,779
10691,10691,3,1,944
10695,10695,6,1,63
10696,10696,0,1,927
10699,10699,3,1,67
10701,10701,4,1,106
10706,10706,4,1,238
10709,10709,4,1,152
10714,10714,3,1,269
10718,10718,6,1,59
10722,10722,1,1,16
10723,10723,0,1,405
10727,10727,2,1,36
10732,10732,5,1,22
10735,10735,4,1,62
10740,10740,6,1,6
10741,10741,6,1,24
10746,10746,6,1,60
10750,10750,0,1,38
10755,10755,3,1,130
10758,10758,6,1,10
10759,10759,6,1,13
10763,10763,6,1,11
10768,10768,2,1,787
10772,10772,4,1,309
10777,10777,3,1,798
10782,10782,0,1,282
10785,10785,2,1,401
10786,10786,5,1,82
10788,10788,6,1,86
10791,10791,6,1,37
10795,10795,5,1,42
10800,10800,0,1,197
10802,10802,0,1,84
10807,10807,2,1,104
10810,10810,4,1,241
10815,10815,4,1,798
10818,10818,0,1,734
10823,10823,3,1,264
10824,10824,5,1,19
10826,10826,5,1,57
10831,10831,3,1,407
10836,10836,2,1,141
10841,10841,2,1,141
10842,10842,0,1,224
10844,10844,1,1,35
10848,10848,1,1,63
10849,10849,3,1,882
10850,10850,4,1,87
10851,10851,4,1,872
10852,10852,4,1,395
10856,10856,2,1,485
10859,10859,2,1,538
10864,10864,3,1,611
10868,10868,4,1,561
10873,10873,0,1,165
10874,10874,1,1,34
10878,10878,1,1,17
10881,10881,5,1,23
10886,10886,0,1,535
10891,10891,4,1,291
10894,10894,6,1,66
10897,10897,2,1,308
10902,10902,6,1,37
10904,10904,4,1,269
10905,10905,1,1,33
10907,10907,2,1,273
10908,10908,6,1,79
10910,10910,3,1,507
10913,10913,2,1,651
10918,10918,5,1,43
10923,10923,5,1,9
10927,10927,3,1,638
10930,10930,3,1,644
10931,10931,5,1,52
10934,10934,0,1,41
10937,10937,3,1,187
10942,10942,3,1,303
10946,10946,0,1,890
10948,10948,6,1,23
10949,10949,5,1,10
10954,10954,2,1,370
10955,10955,1,1,35
10957,10957,2,1,856
10960,10960,5,1,65
10964,10964,6,1,67
10965,10965,2,1,461
10970,10970,2,1,827
10971,10971,5,1,12
10972,10972,4,1,156
10975,10975,6,1,46
10979,10979,3,1,82
10983,10983,2,1,365
10986,10986,2,1,859
10988,10988,4,1,72
10989,10989,5,1,56
10994,10994,3,1,909
10999,10999,5,1,11
11000,11000,4,1,495
11004,11004,2,1,355
11005,11005,4,1,533
11006,11006,5,1,2
11007,11007,2,1,487
11009,11009,2,1,315
11014,11014,1,1,76
11017,11017,6,1,42
11019,11019,6,1,33
11020,11020,3,1,883
11022,11022,2,1,513
11024,11024,1,1,17
11028,11028,2,1,369
11029,11029,3,1,624
11032,11032,5,1,62
11035,11035,3,1,70
11037,11037,6,1,92
11040,11040,1,1,30
11041,11041,6,1,44
11043,11043,3,1,281
11048,11048,5,1,57
11051,11051,0,1,331
11053,11053,3,1,310
11057,11057,5,1,68
11061,11061,0,1,201
11066,11066,6,1,19
11070,11070,4,1,926
11073,11073,5,1,33
11074,11074,4,1,21
11077,11077,5,1,63
11081,11081,2,1,135
11084,11084,4,1,352
11085,11085,0,1,835
11088,11088,3,1,170
11091,11091,2,1,450
11093,11093,5,1,15
11098,11098,1,1,65
11102,11102,5,1,74
11107,11107,1,1,30
11111,11111,1,1,47
11112,11112,5,1,79
11114,11114,5,1,15
11119,11119,3,1,195
11122,11122,6,1,71
11125,11125,5,1,29
11128,11128,0,1,97
11133,11133,3,1,591
11137,11137,4,1,47
11139,11139,6,1,65
11144,11144,2,1,610
11147,11147,0,1,504
11152,11152,1,1,82
11153,11153,6,1,84
11157,11157,4,1,251
11160,11160,0,1,193
11163,11163,5,1,10
11165,11165,3,1,647
11169,11169,4,1,122
11170,11170,2,1,847
11171,11171,6,1,75
11175,11175,4,1,868
11180,11180,2,1,738
11181,11181,4,1,505
11182,11182,6,1,59
11184,11184,0,1,512
11186,11186,3,1,850
11189,11189,6,1,89
11193,11193,5,1,41
11196,11196,6,1,24
11198,11198,4,1,4
11200,11200,1,1,44
11204,11204,1,1,32
11209,11209,5,1,44
11214,11214,3,1,505
11219,11219,2,1,923
11222,11222,0,1,528
11226,11226,0,1,974
11230,11230,1,1,13
11233,11233,4,1,913
11236,11236,4,1,529
11239,11239,1,1,75
11242,11242,6,1,81
11245,11245,4,1,241
11250,11250,4,1,410
11253,11253,4,1,884
11255,11255,5,1,23
11260,11260,6,1,98
11262,11262,2,1,75
11263,11263,1,1,54
11268,11268,0,1,602
11272,11272,6,1,43
11273,11273,3,1,268
11276,11276,5,1,98
11281,11281,6,1,51
11286,11286,5,1,11
11289,11289,6,1,89
11292,11292,6,1,48
